exposure.id	exposure.trait	exposure.sample_size	exposure.sex	exposure.note	exposure.population	year	author	consortium	outcome.id	outcome.sample_size	N_case	outcome.year	outcome.nsnp	mr.pval	mr.b	mr.se	mr.nsnp	mr.method	mr.moescore
prot-a-2493	Retinoic acid receptor responder protein 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.362450881272747	0.00315132961693212	0.00346031916010209	3	FE IVW	1
prot-a-2493	Retinoic acid receptor responder protein 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00486201554606339	-0.0166185554669588	0.005901399349986279	3	FE IVW	1
prot-a-149	Rho GTPase-activating protein 30	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0179460912488941	-0.0320115682012534	0.0135256612202008	5	FE IVW	1
prot-a-149	Rho GTPase-activating protein 30	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0038402204888245204	-0.0523008310588362	0.0180909336633149	5	FE IVW	1
prot-a-149	Rho GTPase-activating protein 30	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.6135934210172509	-0.0135490847109664	0.0268324870316494	5	FE IVW	1
prot-a-2744	SLAM family member 7	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0899787630213719	-0.0224866149541851	0.0132624510171707	3	FE IVW	1
prot-a-2744	SLAM family member 7	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0066985493990764705	-0.0442078809545036	0.0163040240953825	3	FE IVW	1
prot-a-2744	SLAM family member 7	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	6.66201551056955e-5	0.0191875636106671	0.004811271130470239	3	FE IVW	1
prot-a-2291	Secretory phospholipase A2 receptor	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	8.34752935753631e-25	0.0148972710990086	0.00144863186238461	3	FE IVW	1
prot-a-2291	Secretory phospholipase A2 receptor	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	3.9955721399153794e-74	0.0300559690777643	0.0016501563387710401	3	FE IVW	1
prot-a-2291	Secretory phospholipase A2 receptor	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.387284885054555	-0.0126016137884617	0.0145758936028012	3	FE IVW	1
ukb-b-18336	Seen a psychiatrist for nerves, anxiety, tension or depression	460702.0	Males and Females	2100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.151415978647887	0.7246112018810359	0.505114689404243	3	FE IVW	1
ukb-b-18336	Seen a psychiatrist for nerves, anxiety, tension or depression	460702.0	Males and Females	2100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.9981517537424642	0.0017861903931132603	0.771094466962695	3	FE IVW	1
ukb-b-18336	Seen a psychiatrist for nerves, anxiety, tension or depression	460702.0	Males and Females	2100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	2.02568358362282e-9	1.79957820900839	0.300143102779661	3	FE IVW	1
ukb-b-9981	Sensitivity / hurt feelings	449419.0	Males and Females	1950: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.7085216380118922	0.105406432056791	0.281954259259617	39	Penalised median	0.76
ukb-b-9981	Sensitivity / hurt feelings	449419.0	Males and Females	1950: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.233063447554746	0.39025778696892	0.327258935924594	30	Weighted median	0.71
ukb-b-9981	Sensitivity / hurt feelings	449419.0	Males and Females	1950: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00353586321022485	-1.2643518004013798	0.4334648715866479	32	Penalised median	0.8
prot-a-2820	Serine protease inhibitor Kazal-type 6	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.657152520714159	-0.004668931071222571	0.0105192129561305	2	FE IVW	1
prot-a-2820	Serine protease inhibitor Kazal-type 6	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.5337969338051319	0.005328984974205211	0.008564464800933029	2	FE IVW	1
prot-a-2820	Serine protease inhibitor Kazal-type 6	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	4.33349899252534e-4	-0.0305915741076838	0.0086935197702194909	2	FE IVW	1
prot-a-2877	Serine/threonine-protein kinase 16	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0171604511197707	-0.0465162009535524	0.0195179546616952	4	FE IVW	1
prot-a-2877	Serine/threonine-protein kinase 16	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00212982739808831	-0.0720531062393976	0.023458568660701	4	FE IVW	1
prot-a-2877	Serine/threonine-protein kinase 16	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.184499128237575	0.00640970681054941	0.00483011853695219	4	FE IVW	1
ukb-a-195	Sitting height	336172.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.711532590015986	-0.0329377630829821	0.0890065221289411	403	Simple mode	0.76
ukb-a-195	Sitting height	336172.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	0.278315376401045	0.0414041070539071	0.0381917432634162	404	Penalised median	0.76
ukb-a-195	Sitting height	336172.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00307048362876625	-0.17649739815814	0.0596155754971805	403	Penalised median	0.73
ukb-a-13	Sleeplessness / insomnia	336965.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.981372951277055	-0.00419720130616905	0.17976964263180498	26	Simple median	0.8
ukb-a-13	Sleeplessness / insomnia	336965.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00165516318734028	-0.6359100369884979	0.20213246030568802	24	Weighted median	0.81
ukb-a-13	Sleeplessness / insomnia	336965.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0936009789867064	-2.05578196611767	1.17530832805776	25	RE Egger	0.78
ukb-a-14	Snoring	314449.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0289799513296597	0.721311201724922	0.33030712394140804	15	Penalised median	0.75
ukb-a-14	Snoring	314449.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00348585599263187	1.03312938569045	0.353655239883601	15	Weighted median	0.79
ukb-a-14	Snoring	314449.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	1.32225039645851e-6	1.75905424449871	0.363712993396212	20	FE IVW	0.8
ukb-b-19994	Spherical power (right)	99380.0	Males and Females	5084: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.7014490050417771	0.0106037100886474	0.0275966523191466	127	Simple mean	0.89
ukb-b-19994	Spherical power (right)	99380.0	Males and Females	5084: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.6903561821428651	-0.013439342869891001	0.0337356828956271	127	Simple median	0.89
ukb-b-19994	Spherical power (right)	99380.0	Males and Females	5084: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0039379288327239395	0.14376343615258802	0.0498643314136651	127	Penalised median	0.76
ukb-a-200	Suffer from 'nerves'	325248.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.00116076171132259	0.9664370619872801	0.297516246866224	8	FE IVW	0.76
ukb-a-200	Suffer from 'nerves'	325248.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0126899689523158	0.7580242920978629	0.304139966465865	9	FE IVW	0.71
ukb-a-200	Suffer from 'nerves'	325248.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.14723816425323802	0.758364500055639	0.52324235898144	9	FE IVW	0.72
ukb-b-19957	Suffer from 'nerves'	445809.0	Males and Females	2010: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	1.86338114395743e-4	0.9937320943126691	0.26592756313726196	21	FE IVW	0.73
ukb-b-19957	Suffer from 'nerves'	445809.0	Males and Females	2010: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.22815584792432897	0.5754215862215311	0.4774795753556889	21	Simple median	0.72
ukb-b-19957	Suffer from 'nerves'	445809.0	Males and Females	2010: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.125015886172002	0.815889529168033	0.5083840075735789	20	RE IVW	0.78
ebi-a-GCST004621	Sum basophil neutrophil counts	170143.0	NA	NA	European	2016	Astle WJ	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0569838325867303	-0.0459197603992459	0.0239459677732086	157	RE IVW	0.86
ebi-a-GCST004621	Sum basophil neutrophil counts	170143.0	NA	NA	European	2016	Astle WJ	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	6.96218155653511e-4	-0.0915973075801188	0.0264713856031912	157	Simple mean	0.8
ebi-a-GCST004621	Sum basophil neutrophil counts	170143.0	NA	NA	European	2016	Astle WJ	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.6099851154499211	0.0222108699997779	0.0435426398943222	157	Simple median	0.74
prot-a-3109	Thiosulfate sulfurtransferase	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.00378501470654369	0.0135151773898837	0.00466757731290511	3	FE IVW	1
prot-a-3109	Thiosulfate sulfurtransferase	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	8.483493448925618e-131	0.0178070778996782	7.31766077303382e-4	3	FE IVW	1
prot-a-3109	Thiosulfate sulfurtransferase	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.9154401311949619	0.0013772131486171199	0.0129706425997156	3	FE IVW	1
ukb-b-8865	Time spent doing light physical activity	64949.0	Males and Females	104920: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.8786609052824259	-1.08771541549986e-4	7.12475905889994e-4	3	FE IVW	1
ukb-b-8865	Time spent doing light physical activity	64949.0	Males and Females	104920: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	4.68961016441198e-5	7.03338525038843e-4	1.72785797737517e-4	3	FE IVW	1
ukb-b-8865	Time spent doing light physical activity	64949.0	Males and Females	104920: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.87282379611202	-1.7606517492070101e-4	0.0010999074857094698	3	FE IVW	1
ukb-b-14360	Time to answer	152605.0	Males and Females	4288: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	9.65492432457594e-6	1.10504460768278	0.24974110034123498	2	FE IVW	1
ukb-b-14360	Time to answer	152605.0	Males and Females	4288: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	1.57385955889156e-5	1.29192325861843	0.29918865800596	2	FE IVW	1
ukb-b-14360	Time to answer	152605.0	Males and Females	4288: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0764702714725227	0.696933624457023	0.39340462222908007	2	FE IVW	1
ukb-d-22506_114	Tobacco smoking: Never smoked	91353.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	2.6707528100017796e-4	-1.0586558404072801	0.290416290880991	3	FE IVW	1
ukb-d-22506_114	Tobacco smoking: Never smoked	91353.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	1.22938155663749e-4	-1.34388466943777	0.349952474191231	3	FE IVW	1
ukb-d-22506_114	Tobacco smoking: Never smoked	91353.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.375891353445659	-0.43778396965109206	0.494396323057291	3	FE IVW	1
prot-a-3076	Torsin-1A-interacting protein 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.00747157441690153	-0.0327129536815281	0.0122288645445346	4	FE IVW	1
prot-a-3076	Torsin-1A-interacting protein 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00120747850437516	-0.0472514445173316	0.0145968097270041	4	FE IVW	1
prot-a-3076	Torsin-1A-interacting protein 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.914727012886224	0.0017905499469157398	0.0167219046407849	4	FE IVW	1
met-c-864	Total cholesterol in HDL	21555.0	Males and Females	HDL.C; SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0601468239524147	0.0485584277530807	0.0258328563809322	11	Penalised median	0.83
met-c-864	Total cholesterol in HDL	21555.0	Males and Females	HDL.C; SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00252439324104852	0.049886289161128	0.016516439842296098	11	FE IVW	0.81
met-c-864	Total cholesterol in HDL	21555.0	Males and Females	HDL.C; SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.4098767168771671	0.037392113091911004	0.0453726878675904	9	Penalised median	0.79
met-c-886	Total cholesterol in large VLDL	21235.0	Males and Females	L.VLDL.C. SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.48950703351852903	-0.0601288005370306	0.0830140886448972	10	RE Egger	0.72
met-c-886	Total cholesterol in large VLDL	21235.0	Males and Females	L.VLDL.C. SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	7.03572253374291e-4	-0.121574938909699	0.0358820429045645	10	Weighted median	0.73
met-c-886	Total cholesterol in large VLDL	21235.0	Males and Females	L.VLDL.C. SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.313409430306834	-0.0747843919240776	0.0700352482135668	10	Weighted mode	0.77
met-c-909	Total cholesterol in medium VLDL	21551.0	Males and Females	M.VLDL.C. SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0121611820491334	-0.074976575469349	0.0260523963212294	15	RE IVW	0.83
met-c-909	Total cholesterol in medium VLDL	21551.0	Males and Females	M.VLDL.C. SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	3.37381196257938e-4	-0.110426874742735	0.0308044904383951	15	Penalised median	0.9
met-c-909	Total cholesterol in medium VLDL	21551.0	Males and Females	M.VLDL.C. SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.139710058283746	-0.08948348679574	0.0571481775126042	15	Simple mean	0.81
met-c-927	Total cholesterol in small VLDL	21557.0	Males and Females	S.VLDL.C. SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0133433809738676	-0.0732246789521078	0.0295920588064539	14	Weighted median	0.83
met-c-927	Total cholesterol in small VLDL	21557.0	Males and Females	S.VLDL.C. SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	4.6632221255853e-4	-0.12265849021306802	0.0350513818207266	15	Penalised median	0.8
met-c-927	Total cholesterol in small VLDL	21557.0	Males and Females	S.VLDL.C. SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0673832301634198	-0.134945589504309	0.0684429560749385	16	Simple mean	0.83
met-c-889	Total lipids in large VLDL	18960.0	Males and Females	L.VLDL.L	European	2016	Kettunen	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.00118080710077079	-0.11332383135518	0.0230865807064005	9	Simple mean	0.74
met-c-889	Total lipids in large VLDL	18960.0	Males and Females	L.VLDL.L	European	2016	Kettunen	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.055080855680739005	-0.125400336171337	0.0558825783823979	9	Simple mode	0.72
met-c-889	Total lipids in large VLDL	18960.0	Males and Females	L.VLDL.L	European	2016	Kettunen	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.37499209170517206	-0.0670523511143502	0.0713736695244162	9	Weighted mode	0.71
met-c-912	Total lipids in medium VLDL	19273.0	Males and Females	M.VLDL.L	European	2016	Kettunen	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	2.68623445785924e-4	-0.103488488644675	0.0196764715696532	12	Simple mean	0.75
met-c-912	Total lipids in medium VLDL	19273.0	Males and Females	M.VLDL.L	European	2016	Kettunen	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0187128530917136	-0.107728583023451	0.0390988351657729	12	Weighted mode	0.75
met-c-912	Total lipids in medium VLDL	19273.0	Males and Females	M.VLDL.L	European	2016	Kettunen	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.34310124366574496	-0.0590223932167112	0.0593059507132737	11	Penalised mode	0.78
met-c-945	Total lipids in very large HDL	19273.0	Males and Females	XL.HDL.L	European	2016	Kettunen	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0034285509116458303	0.0459696415117415	0.0157083320509497	13	FE IVW	0.82
met-c-945	Total lipids in very large HDL	19273.0	Males and Females	XL.HDL.L	European	2016	Kettunen	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.5385272160622121	0.0172097703115509	0.0279814714307862	12	Weighted median	0.78
met-c-945	Total lipids in very large HDL	19273.0	Males and Females	XL.HDL.L	European	2016	Kettunen	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0841237170535348	0.030031848859632004	0.0173871414890527	11	FE IVW	0.8
ukb-a-44	Townsend deprivation index at recruitment	336798.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0605462092071515	0.25998223229878004	0.138524583461082	5	FE IVW	1
ukb-a-44	Townsend deprivation index at recruitment	336798.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	2.0230113380879198e-4	0.302184287002081	0.0813170297251985	5	FE IVW	1
ukb-a-44	Townsend deprivation index at recruitment	336798.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.46373082753325395	0.271952750103628	0.371156412091856	5	FE IVW	1
prot-a-2959	Transferrin receptor protein 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.512583954695636	-0.0138534754133365	0.0211561732248126	3	FE IVW	1
prot-a-2959	Transferrin receptor protein 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.24460513609787402	-0.0295141306786795	0.0253655193997872	3	FE IVW	1
prot-a-2959	Transferrin receptor protein 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0014837094718481	0.0506605573892573	0.0159417658109458	3	FE IVW	1
prot-a-3000	Transmembrane protein 132C	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.9828341969477901	-5.835487770125099e-4	0.0271218676474065	2	FE IVW	1
prot-a-3000	Transmembrane protein 132C	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.5790120009533231	-0.0179816255186886	0.0324093425720354	2	FE IVW	1
prot-a-3000	Transmembrane protein 132C	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	4.6886421251834985e-161	0.0894450501498536	0.00330758189689289	2	FE IVW	1
ukb-b-11856	Treatment speciality of consultant (recoded): Ophthalmology	445378.0	Males and Females	41246#1950: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0509455412079889	-0.9938963038982941	0.509184306820235	2	FE IVW	1
ukb-b-11856	Treatment speciality of consultant (recoded): Ophthalmology	445378.0	Males and Females	41246#1950: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.901589078123038	0.112974054750055	0.9136289490110101	3	FE IVW	1
ukb-b-11856	Treatment speciality of consultant (recoded): Ophthalmology	445378.0	Males and Females	41246#1950: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	2.32218161207637e-35	2.22110585856672	0.178984914645237	2	FE IVW	1
ukb-b-17616	Treatment/medication code: xalatan 0.005% eye drops	462933.0	Males and Females	20003#1141146198: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	3.37382672338094e-4	0.9976171979341121	0.27829366081144796	2	FE IVW	1
ukb-b-17616	Treatment/medication code: xalatan 0.005% eye drops	462933.0	Males and Females	20003#1141146198: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	1.65367692694608e-7	1.78684306026617	0.341354191899773	2	FE IVW	1
ukb-b-17616	Treatment/medication code: xalatan 0.005% eye drops	462933.0	Males and Females	20003#1141146198: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.5	1.3998700920554599	1.3998700920554599	1	Wald ratio	1
prot-a-2951	Trefoil factor 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0063170661154678	-0.0605667788541495	0.0221787042904818	4	FE IVW	1
prot-a-2951	Trefoil factor 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00171325839594599	-0.0841129974695822	0.026822576003705002	4	FE IVW	1
prot-a-2951	Trefoil factor 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.671702421656166	-0.0167865894681325	0.0396085105782691	4	FE IVW	1
met-c-923	Triglycerides in small HDL	21558.0	Males and Females	S.HDL.TG; SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.00105463655876056	-0.0975328538305658	0.0214251963428464	11	Simple mean	0.76
met-c-923	Triglycerides in small HDL	21558.0	Males and Females	S.HDL.TG; SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0184763533175859	-0.11037876344122098	0.0392813437829208	11	Penalised mode	0.75
met-c-923	Triglycerides in small HDL	21558.0	Males and Females	S.HDL.TG; SD value comes from the original untransformed distribution of the ERF cohort	European	2016	Kettunen	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.246988288976577	-0.069228464997258	0.0563011793929404	11	Weighted mode	0.68
prot-a-2392	Trypsin-2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.559176273251611	-0.012350336456308997	0.0211454662939284	3	FE IVW	1
prot-a-2392	Trypsin-2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.429811588942262	-0.0196380047750231	0.0248735325211876	3	FE IVW	1
prot-a-2392	Trypsin-2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	7.350265644183392e-9	-0.0430274910419118	0.00744070200195979	3	FE IVW	1
ebi-a-GCST005413	Type 2 diabetes	70127.0	NA	NA	European	2018	Bon<c3><a0>s-Guarch S	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	8.717346028366891e-5	0.0992670601227159	0.0182489421707495	15	Penalised mode	0.71
ebi-a-GCST005413	Type 2 diabetes	70127.0	NA	NA	European	2018	Bon<c3><a0>s-Guarch S	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.383297571663532	-0.0461332199273987	0.049055323859708004	7	Simple mode	0.79
ebi-a-GCST005413	Type 2 diabetes	70127.0	NA	NA	European	2018	Bon<c3><a0>s-Guarch S	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.22454160289948497	-0.0453134156851362	0.0373091190455957	13	Penalised median	0.82
ukb-b-11189	Type of special diet followed: Gluten-free	64949.0	Males and Females	20086#8: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.15105568697142002	-0.685042699741721	0.477111513269729	3	FE IVW	1
